cell_current,count,lux,old_voltage,prediction,sensor,time,voltage,wifi_count
346.1929016113281,2,985.8333129882812,0.0,-1,Z2,2021-06-19T13:27:09Z,3.8873372077941895,1
348.2233581542969,3,1026.6666259765625,3.8873372077941895,-1,Z2,2021-06-19T13:32:10Z,3.939786911010742,1
348.2233581542969,4,1025.833251953125,3.939786911010742,-1,Z2,2021-06-19T13:37:10Z,3.9539079666137695,1
347.2080993652344,5,1024.1666259765625,3.9539079666137695,-1,Z2,2021-06-19T13:42:10Z,3.9660117626190186,1
347.2080993652344,6,1023.3333129882812,3.9599599838256836,2,Z2,2021-06-19T13:47:11Z,3.9720637798309326,1
347.2080993652344,7,1024.1666259765625,3.9720637798309326,-1,Z2,2021-06-19T13:52:11Z,3.98618483543396,1
348.2233581542969,8,1025.0,3.98618483543396,-1,Z2,2021-06-19T13:57:12Z,3.992236614227295,1
346.1929016113281,9,1021.6666259765625,3.992236614227295,-1,Z2,2021-06-19T14:02:12Z,3.998288631439209,1
346.1929016113281,10,1019.9999389648438,3.998288631439209,-1,Z2,2021-06-19T14:07:13Z,4.004340648651123,1
347.2080993652344,11,1023.3333129882812,4.004340648651123,-1,Z2,2021-06-19T14:12:13Z,4.01846170425415,1
346.1929016113281,12,1019.9999389648438,4.012409687042236,2,Z2,2021-06-19T14:17:13Z,4.0245137214660645,1
347.2080993652344,13,1022.4999389648438,4.0245137214660645,-1,Z2,2021-06-19T14:22:14Z,4.03056526184082,1
346.1929016113281,14,1020.8333129882812,4.03056526184082,-1,Z2,2021-06-19T14:27:14Z,4.044686317443848,1
347.2080993652344,15,1022.4999389648438,4.036617279052734,-1,Z2,2021-06-19T14:32:15Z,4.050738334655762,1
347.2080993652344,16,1024.1666259765625,4.050738334655762,-1,Z2,2021-06-19T14:37:15Z,4.056790351867676,1
347.2080993652344,17,1021.6666259765625,4.056790351867676,-1,Z2,2021-06-19T14:42:16Z,4.056790351867676,1
346.1929016113281,18,1020.8333129882812,4.056790351867676,2,Z2,2021-06-19T14:47:16Z,4.070911407470703,1
347.2080993652344,19,1023.3333129882812,4.070911407470703,-1,Z2,2021-06-19T14:52:17Z,4.076963424682617,1
346.1929016113281,20,1019.1666259765625,4.076963424682617,-1,Z2,2021-06-19T14:57:17Z,4.089066982269287,1
347.2080993652344,21,1024.1666259765625,4.089066982269287,-1,Z2,2021-06-19T15:02:17Z,4.095118999481201,1
347.2080993652344,22,1024.1666259765625,4.089066982269287,-1,Z2,2021-06-19T15:07:18Z,4.1031880378723145,1
346.1929016113281,23,1021.6666259765625,4.1031880378723145,-1,Z2,2021-06-19T15:12:18Z,4.1092400550842285,1
346.1929016113281,24,1019.9999389648438,4.1031880378723145,2,Z2,2021-06-19T15:17:19Z,4.1092400550842285,1
346.1929016113281,25,1021.6666259765625,4.1092400550842285,-1,Z2,2021-06-19T15:22:19Z,4.121344089508057,1
346.1929016113281,26,1019.1666259765625,4.115292072296143,-1,Z2,2021-06-19T15:27:20Z,4.12941312789917,1
346.1929016113281,27,1021.6666259765625,4.12941312789917,-1,Z2,2021-06-19T15:32:20Z,4.135465145111084,1
347.2080993652344,28,1022.4999389648438,4.135465145111084,-1,Z2,2021-06-19T15:37:20Z,4.14151668548584,1
347.2080993652344,29,1021.6666259765625,4.135465145111084,-1,Z2,2021-06-19T15:42:21Z,4.147568702697754,1
346.1929016113281,30,1020.8333129882812,4.147568702697754,2,Z2,2021-06-19T15:47:21Z,4.153620719909668,1
346.1929016113281,31,1020.8333129882812,4.153620719909668,-1,Z2,2021-06-19T15:52:22Z,4.161689758300781,1
347.2080993652344,32,1019.9999389648438,4.161689758300781,-1,Z2,2021-06-19T15:57:22Z,4.167741775512695,1
346.1929016113281,33,1019.9999389648438,4.167741775512695,-1,Z2,2021-06-19T16:02:23Z,4.173793792724609,1
347.2080993652344,34,1024.1666259765625,4.050738334655762,-1,Z2,2021-06-19T16:06:28Z,4.095118999481201,2
346.1929016113281,35,1019.9999389648438,4.089066982269287,-1,Z2,2021-06-19T16:11:28Z,4.1031880378723145,2
347.2080993652344,36,1020.8333129882812,4.1031880378723145,2,Z2,2021-06-19T16:16:29Z,4.1092400550842285,2
346.1929016113281,37,1021.6666259765625,4.1092400550842285,-1,Z2,2021-06-19T16:21:29Z,4.1092400550842285,2
347.2080993652344,38,1020.8333129882812,4.1092400550842285,-1,Z2,2021-06-19T16:26:30Z,4.121344089508057,2
346.1929016113281,39,1019.9999389648438,4.121344089508057,-1,Z2,2021-06-19T16:31:30Z,4.12941312789917,2
347.2080993652344,40,1021.6666259765625,4.12941312789917,-1,Z2,2021-06-19T16:36:31Z,4.135465145111084,2
346.1929016113281,41,1023.3333129882812,4.135465145111084,-1,Z2,2021-06-19T16:41:31Z,4.14151668548584,2
347.2080993652344,42,1023.3333129882812,4.14151668548584,2,Z2,2021-06-19T16:46:31Z,4.147568702697754,2
346.1929016113281,43,1019.9999389648438,4.147568702697754,-1,Z2,2021-06-19T16:51:32Z,4.161689758300781,2
346.1929016113281,44,1019.9999389648438,4.153620719909668,-1,Z2,2021-06-19T16:56:32Z,4.161689758300781,2
347.2080993652344,45,1023.3333129882812,4.161689758300781,-1,Z2,2021-06-19T17:01:33Z,4.167741775512695,2
345.1776428222656,46,1019.9999389648438,4.161689758300781,-1,Z2,2021-06-19T17:06:33Z,4.173793792724609,2
347.2080993652344,47,1023.3333129882812,4.173793792724609,-1,Z2,2021-06-19T17:11:34Z,4.187914848327637,2
