cell_current,count,lux,old_voltage,sensor,time,voltage,wifi_count
547.2081298828125,2,1318.333251953125,0.0,Z2,2020-01-14T09:08:37Z,4.668032169342041,1
551.26904296875,3,1374.1666259765625,4.674084186553955,Z2,2020-01-14T09:13:38Z,4.738637924194336,1
555.3299560546875,4,1380.0,4.738637924194336,Z2,2020-01-14T09:18:38Z,4.7729315757751465,1
510.6598815917969,5,1300.0,4.7729315757751465,Z2,2020-01-14T09:23:39Z,4.7971391677856445,1
538.071044921875,6,1356.6666259765625,4.7971391677856445,Z2,2020-01-14T09:28:39Z,4.8233642578125,1
467.00506591796875,7,1196.6666259765625,4.817312240600586,Z2,2020-01-14T09:33:39Z,4.843537330627441,1
498.4771728515625,8,1268.333251953125,4.843537330627441,Z2,2020-01-14T09:38:40Z,4.863710403442383,1
539.0863037109375,9,1358.333251953125,4.863710403442383,Z2,2020-01-14T09:43:40Z,4.881865978240967,1
484.2639465332031,10,1240.833251953125,4.881865978240967,Z2,2020-01-14T09:48:41Z,4.902039051055908,1
470.0507507324219,11,1203.333251953125,4.902039051055908,Z2,2020-01-14T09:53:41Z,4.9282636642456055,1
452.7918701171875,12,1181.6666259765625,4.9282636642456055,Z2,2020-01-14T09:58:42Z,4.940367698669434,1
502.5380859375,13,1279.1666259765625,4.940367698669434,Z2,2020-01-14T10:03:42Z,4.960540771484375,1
477.1573486328125,14,1226.6666259765625,4.960540771484375,Z2,2020-01-14T10:08:42Z,4.978696346282959,1
507.61419677734375,15,1285.0,4.978696346282959,Z2,2020-01-14T10:13:43Z,4.98878288269043,1
510.6598815917969,16,1296.6666259765625,4.992817401885986,Z2,2020-01-14T10:18:43Z,5.008955955505371,1
537.0558471679688,17,1341.6666259765625,5.008955955505371,Z2,2020-01-14T10:23:44Z,5.0291290283203125,1
525.8883056640625,18,1331.6666259765625,5.0291290283203125,Z2,2020-01-14T10:28:44Z,5.0472846031188965,1
429.4416198730469,19,1132.5,5.0472846031188965,Z2,2020-01-14T10:33:45Z,5.063423156738281,1
426.3959655761719,20,1126.6666259765625,5.063423156738281,Z2,2020-01-14T10:38:45Z,5.069474697113037,1
436.5482177734375,21,1153.333251953125,5.069474697113037,Z2,2020-01-14T10:43:45Z,5.087630748748779,1
423.3502502441406,22,1120.833251953125,5.087630748748779,Z2,2020-01-14T10:48:46Z,5.099734306335449,1
436.5482177734375,23,1153.333251953125,5.105786323547363,Z2,2020-01-14T10:53:46Z,5.111838340759277,1
447.7157287597656,24,1174.1666259765625,5.111838340759277,Z2,2020-01-14T10:58:47Z,5.117889881134033,1
428.4263916015625,25,1136.6666259765625,5.117889881134033,Z2,2020-01-14T11:03:47Z,5.129993915557861,1
422.33502197265625,26,1131.6666259765625,5.129993915557861,Z2,2020-01-14T11:08:48Z,5.142097473144531,1
413.1979675292969,27,1110.0,5.142097473144531,Z2,2020-01-14T11:13:48Z,5.146132469177246,1
408.121826171875,28,1099.1666259765625,5.152184009552002,Z2,2020-01-14T11:18:48Z,5.158236026763916,1
406.09136962890625,29,1095.833251953125,5.158236026763916,Z2,2020-01-14T11:23:49Z,5.16428804397583,1
411.1675109863281,30,1106.6666259765625,5.16428804397583,Z2,2020-01-14T11:28:49Z,5.168322563171387,1
396.9543151855469,31,1078.333251953125,5.168322563171387,Z2,2020-01-14T11:33:50Z,5.180426597595215,1
398.9847717285156,32,1086.6666259765625,5.180426597595215,Z2,2020-01-14T11:38:50Z,5.186478137969971,1
393.90863037109375,33,1068.333251953125,5.186478137969971,Z2,2020-01-14T11:43:51Z,5.1905131340026855,1
400.0,34,1084.1666259765625,5.196564674377441,Z2,2020-01-14T11:48:51Z,5.2026166915893555,1
393.90863037109375,35,1073.333251953125,5.2026166915893555,Z2,2020-01-14T11:53:51Z,5.2026166915893555,1
410.15228271484375,36,1104.1666259765625,5.2086687088012695,Z2,2020-01-14T11:58:52Z,5.2086687088012695,1
393.90863037109375,37,1074.1666259765625,5.2086687088012695,Z2,2020-01-14T12:03:52Z,5.21875524520874,1
408.121826171875,38,1099.1666259765625,5.174374580383301,Z2,2020-01-14T12:07:49Z,5.2086687088012695,2
443.65484619140625,39,1170.0,5.2086687088012695,Z2,2020-01-14T12:12:49Z,5.212703227996826,2
396.9543151855469,40,1080.833251953125,5.212703227996826,Z2,2020-01-14T12:17:49Z,5.224806785583496,2
405.0761413574219,41,1095.0,5.23085880279541,Z2,2020-01-14T12:22:50Z,5.240945339202881,2
372.5888366699219,42,1031.6666259765625,5.240945339202881,Z2,2020-01-14T12:27:50Z,5.2449798583984375,2
401.0152282714844,43,1086.6666259765625,5.2449798583984375,Z2,2020-01-14T12:32:51Z,5.251031875610352,2
379.6954345703125,44,1048.333251953125,5.251031875610352,Z2,2020-01-14T12:37:51Z,5.251031875610352,2
376.6497497558594,45,1043.333251953125,5.251031875610352,Z2,2020-01-14T12:42:52Z,5.257083892822266,2
375.634521484375,46,1036.6666259765625,5.257083892822266,Z2,2020-01-14T12:47:52Z,5.261118412017822,2
387.8172607421875,47,1062.5,5.261118412017822,Z2,2020-01-14T12:52:52Z,5.261118412017822,2
370.5583801269531,48,1031.6666259765625,5.267170429229736,Z2,2020-01-14T12:57:53Z,5.267170429229736,2
364.46697998046875,49,1015.8333129882812,5.267170429229736,Z2,2020-01-14T13:02:53Z,5.273221969604492,2
361.42132568359375,50,1003.3333129882812,5.273221969604492,Z2,2020-01-14T13:07:54Z,5.277256965637207,2
366.4974670410156,51,1013.3333129882812,5.277256965637207,Z2,2020-01-14T13:12:54Z,5.277256965637207,2
